Table Name,State Code,District Code,Area Name,Area,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F0123,23,0,State - MADHYA PRADESH,Total,30-34,2564255,2515388,175712,237725,684655,662636,417159,193569,83536,60396,7208273,3702889,3505384
F0123,23,0,State - MADHYA PRADESH,Total,35-39,2368207,2344951,125810,164701,504986,590181,449222,254335,135751,119965,7765932,4019398,3746534
F0123,23,0,State - MADHYA PRADESH,Total,40-44,2020586,2006156,102490,121661,361485,468814,391398,245128,147840,167340,7266883,3807837,3459046
F0123,23,0,State - MADHYA PRADESH,Total,45-49,1684163,1674389,86793,98382,263504,358469,322077,216178,139794,189192,6449273,3415554,3033719
F0123,23,0,State - MADHYA PRADESH,Total,50-54,1247850,1240232,70362,69599,169619,244539,238423,167844,112898,166948,4985262,2663648,2321614
F0123,23,0,State - MADHYA PRADESH,Total,55-59,1027834,1021529,59410,56353,116161,174871,191731,148650,106269,168084,4351336,2331923,2019413
F0123,23,0,State - MADHYA PRADESH,Total,60-64,997947,983223,70026,56241,97680,141394,170045,145267,111185,191385,4333594,2316435,2017159
F0123,23,0,State - MADHYA PRADESH,Total,65-69,747056,732692,56066,40916,62994,89846,115936,107764,90001,169169,3383942,1810185,1573757
F0123,23,0,State - MADHYA PRADESH,Total,70-74,562175,554716,49750,34000,46482,61232,78859,77691,68248,138454,2576255,1377734,1198521
F0123,23,0,State - MADHYA PRADESH,Total,75-79,278548,274739,24205,16512,21444,27854,36545,38069,34826,75284,1318418,707055,611363
F0123,23,0,State - MADHYA PRADESH,Total,80+,358034,341140,36276,25666,31265,35494,42296,42061,38985,89097,1558534,837746,720788
F0123,23,0,State - MADHYA PRADESH,Rural,All Ages,25408016,14108560,1785333,1499548,2544082,2622418,2103197,1358462,889110,1306410,45706935,23920765,21786170
F0123,23,0,State - MADHYA PRADESH,Rural,Less than 15,8979630,88242,69335,4465,14442,0,0,0,0,0,33349,17594,15755
F0123,23,0,State - MADHYA PRADESH,Rural,15-19,2497373,604151,428909,116410,30553,11325,16954,0,0,0,279307,145672,133635
F0123,23,0,State - MADHYA PRADESH,Rural,20-24,2197131,1826368,533960,583885,469107,165337,45556,11876,5385,11262,2378225,1218122,1160103
F0123,23,0,State - MADHYA PRADESH,Rural,25-29,1923404,1869725,187240,278201,622824,463575,210475,67317,21115,18978,4375459,2246623,2128836
F0123,23,0,State - MADHYA PRADESH,Rural,30-34,1797462,1780090,105209,123511,434114,497832,334776,162753,71800,50095,5461479,2794848,2666631
F0123,23,0,State - MADHYA PRADESH,Rural,35-39,1657138,1647762,78514,86681,293084,417194,346415,207472,114747,103655,5845915,3009878,2836037
F0123,23,0,State - MADHYA PRADESH,Rural,40-44,1409839,1404007,66109,65727,201380,316741,292090,195034,122686,144240,5453305,2843455,2609850
F0123,23,0,State - MADHYA PRADESH,Rural,45-49,1164791,1160868,57128,54666,144075,232988,231630,166242,112892,161247,4793911,2527306,2266605
F0123,23,0,State - MADHYA PRADESH,Rural,50-54,859466,856390,46885,39249,92854,155757,167147,125629,89193,139676,3676911,1954369,1722542
F0123,23,0,State - MADHYA PRADESH,Rural,55-59,733099,730339,40837,33784,68744,114235,136098,112376,84055,140210,3288478,1755505,1532973
F0123,23,0,State - MADHYA PRADESH,Rural,60-64,725303,716104,49820,35434,61792,94646,121273,109083,86919,157137,3299110,1758096,1541014
F0123,23,0,State - MADHYA PRADESH,Rural,65-69,556687,548009,40798,26913,42301,62794,84106,81627,70634,138836,2623741,1400919,1222822
F0123,23,0,State - MADHYA PRADESH,Rural,70-74,418606,414168,36011,22594,31838,43352,57859,58433,52903,111178,1984423,1060021,924402
F0123,23,0,State - MADHYA PRADESH,Rural,75-79,206337,204078,17097,10590,14472,19875,26773,28394,26686,60191,1013314,543321,469993
F0123,23,0,State - MADHYA PRADESH,Rural,80+,259315,248578,25035,16258,20895,25289,30910,31537,29637,69017,1174760,631518,543242
F0123,23,0,State - MADHYA PRADESH,Urban,All Ages,9606487,5488313,766895,814709,1330176,1036626,683395,373275,212952,270285,14657789,7788733,6869056
F0123,23,0,State - MADHYA PRADESH,Urban,Less than 15,2699343,30355,23072,2028,5255,0,0,0,0,0,12538,6612,5926
F0123,23,0,State - MADHYA PRADESH,Urban,15-19,969344,137584,99698,22993,7318,3358,4217,0,0,0,64571,34172,30399
F0123,23,0,State - MADHYA PRADESH,Urban,20-24,976360,572127,214146,189626,116538,34267,9564,2724,1503,3759,615036,318181,296855
F0123,23,0,State - MADHYA PRADESH,Urban,25-29,875777,760463,134550,192070,244202,122946,44148,12119,4055,6373,1363542,707970,655572
F0123,23,0,State - MADHYA PRADESH,Urban,30-34,766793,735298,70503,114214,250541,164804,82383,30816,11736,10301,1746794,908041,838753
F0123,23,0,State - MADHYA PRADESH,Urban,35-39,711069,697189,47296,78020,211902,172987,102807,46863,21004,16310,1920017,1009520,910497
F0123,23,0,State - MADHYA PRADESH,Urban,40-44,610747,602149,36381,55934,160105,152073,99308,50094,25154,23100,1813578,964382,849196
F0123,23,0,State - MADHYA PRADESH,Urban,45-49,519372,513521,29665,43716,119429,125481,90447,49936,26902,27945,1655362,888248,767114
F0123,23,0,State - MADHYA PRADESH,Urban,50-54,388384,383842,23477,30350,76765,88782,71276,42215,23705,27272,1308351,709279,599072
F0123,23,0,State - MADHYA PRADESH,Urban,55-59,294735,291190,18573,22569,47417,60636,55633,36274,22214,27874,1062858,576418,486440
F0123,23,0,State - MADHYA PRADESH,Urban,60-64,272644,267119,20206,20807,35888,46748,48772,36184,24266,34248,1034484,558339,476145
F0123,23,0,State - MADHYA PRADESH,Urban,65-69,190369,184683,15268,14003,20693,27052,31830,26137,19367,30333,760201,409266,350935
F0123,23,0,State - MADHYA PRADESH,Urban,70-74,143569,140548,13739,11406,14644,17880,21000,19258,15345,27276,591832,317713,274119
F0123,23,0,State - MADHYA PRADESH,Urban,75-79,72211,70661,7108,5922,6972,7979,9772,9675,8140,15093,305104,163734,141370
F0123,23,0,State - MADHYA PRADESH,Urban,80+,98719,92562,11241,9408,10370,10205,11386,10524,9348,20080,383774,206228,177546
F0124,24,0,State - GUJARAT,Total,All Ages,28948432,17417263,2558795,2717063,4436724,3308381,2047118,1087402,599368,662412,44007359,23530169,20477190
F0124,24,0,State - GUJARAT,Total,Less than 15,8163488,106733,70756,8730,27247,0,0,0,0,0,63224,34877,28347
F0124,24,0,State - GUJARAT,Total,15-19,2719650,551513,397211,92223,31748,14133,16198,0,0,0,262910,141415,121495
F0124,24,0,State - GUJARAT,Total,20-24,2734595,1890383,753768,619280,359317,107469,29362,8509,4442,8236,1909278,999569,909709
F0124,24,0,State - GUJARAT,Total,25-29,2511539,2309571,402598,612879,732512,364059,132132,38645,12682,14064,4081456,2147499,1933957
F0124,24,0,State - GUJARAT,Total,30-34,2303504,2237696,203325,344895,782658,499495,241754,98492,39222,27855,5322646,2816128,2506518
F0124,24,0,State - GUJARAT,Total,35-39,2082890,2046753,139151,245086,673797,492395,269804,125514,57913,43093,5458030,2902613,2555417
F0124,24,0,State - GUJARAT,Total,40-44,1871600,1846656,113674,190519,553271,462156,270653,132547,65656,58180,5278696,2828161,2450535
F0124,24,0,State - GUJARAT,Total,45-49,1602141,1584022,96203,162293,428300,398085,246923,125688,64244,62286,4707493,2543468,2164025
F0124,24,0,State - GUJARAT,Total,50-54,1287910,1273760,82719,120318,296025,313716,219290,117155,61867,62670,3985638,2163778,1821860
F0124,24,0,State - GUJARAT,Total,55-59,1016859,1006149,68998,92054,199228,231786,184787,106741,58987,63568,3318409,1796905,1521504
F0124,24,0,State - GUJARAT,Total,60-64,876493,862897,68034,77154,138449,172568,161136,106605,64747,74204,3028423,1627698,1400725
F0124,24,0,State - GUJARAT,Total,65-69,620070,608095,50138,50706,80952,105136,111238,83716,55917,70292,2288411,1225911,1062500
F0124,24,0,State - GUJARAT,Total,70-74,482155,475519,43277,40263,55632,69174,79727,67647,49930,69869,1875909,1003523,872386
F0124,24,0,State - GUJARAT,Total,75-79,243655,240529,21897,20130,25549,31006,37034,34420,27764,42729,994679,531938,462741
F0124,24,0,State - GUJARAT,Total,80+,318585,306829,32191,28300,33931,35356,40611,38533,34298,63609,1282252,685021,597231
F0124,24,0,State - GUJARAT,Rural,All Ages,16895450,9954305,1353814,1286876,2264025,2013881,1348006,762672,435203,489828,27570113,14558157,13011956
F0124,24,0,State - GUJARAT,Rural,Less than 15,5137116,57432,40429,3433,13570,0,0,0,0,0,30573,16653,13920
F0124,24,0,State - GUJARAT,Rural,15-19,1624960,355367,257680,61356,18220,8002,10109,0,0,0,162238,86876,75362
F0124,24,0,State - GUJARAT,Rural,20-24,1515353,1108839,411093,357730,233100,74179,19992,5602,2489,4654,1204712,627954,576758
F0124,24,0,State - GUJARAT,Rural,25-29,1328138,1247298,179619,272528,411171,245237,93957,28358,8689,7739,2462762,1284643,1178119
F0124,24,0,State - GUJARAT,Rural,30-34,1258397,1233666,93471,139464,389440,319573,169768,73508,29667,18775,3247934,1695975,1551959
F0124,24,0,State - GUJARAT,Rural,35-39,1149061,1135229,66176,101228,318927,298461,182259,91413,44039,32726,3337521,1745827,1591694
F0124,24,0,State - GUJARAT,Rural,40-44,1052829,1043101,55892,82455,261758,274530,179132,95169,49390,44775,3268857,1719369,1549488
F0124,24,0,State - GUJARAT,Rural,45-49,891708,884955,47450,69663,199037,228826,158373,87532,47056,47018,2879873,1528341,1351532
F0124,24,0,State - GUJARAT,Rural,50-54,732093,727110,41805,52170,139941,181035,139583,80632,44596,47348,2480642,1322509,1158133
F0124,24,0,State - GUJARAT,Rural,55-59,592318,588754,35672,40912,96178,134194,117816,73496,42672,47814,2111276,1127820,983456
F0124,24,0,State - GUJARAT,Rural,60-64,528694,522999,36599,36034,70967,101449,102865,73079,46585,55421,1979698,1054582,925116
F0124,24,0,State - GUJARAT,Rural,65-69,383659,378450,27708,24069,42722,62210,71262,57602,40294,52583,1531341,816102,715239
F0124,24,0,State - GUJARAT,Rural,70-74,303123,300368,24416,19244,30016,41225,51098,46127,35869,52373,1273144,678520,594624
F0124,24,0,State - GUJARAT,Rural,75-79,148461,147289,11768,8958,13096,17643,22509,22683,19125,31507,660282,352542,307740
F0124,24,0,State - GUJARAT,Rural,80+,193131,187813,17009,12364,17230,20725,25417,25501,23624,45943,855875,455666,400209
F0124,24,0,State - GUJARAT,Urban,All Ages,12052982,7462958,1204981,1430187,2172699,1294500,699112,324730,164165,172584,16437246,8972012,7465234
F0124,24,0,State - GUJARAT,Urban,Less than 15,3026372,49301,30327,5297,13677,0,0,0,0,0,32651,18224,14427
F0124,24,0,State - GUJARAT,Urban,15-19,1094690,196146,139531,30867,13528,6131,6089,0,0,0,100672,54539,46133
F0124,24,0,State - GUJARAT,Urban,20-24,1219242,781544,342675,261550,126217,33290,9370,2907,1953,3582,704566,371615,332951
F0124,24,0,State - GUJARAT,Urban,25-29,1183401,1062273,222979,340351,321341,118822,38175,10287,3993,6325,1618694,862856,755838
F0124,24,0,State - GUJARAT,Urban,30-34,1045107,1004030,109854,205431,393218,179922,71986,24984,9555,9080,2074712,1120153,954559
F0124,24,0,State - GUJARAT,Urban,35-39,933829,911524,72975,143858,354870,193934,87545,34101,13874,10367,2120509,1156786,963723
F0124,24,0,State - GUJARAT,Urban,40-44,818771,803555,57782,108064,291513,187626,91521,37378,16266,13405,2009839,1108792,901047
F0124,24,0,State - GUJARAT,Urban,45-49,710433,699067,48753,92630,229263,169259,88550,38156,17188,15268,1827620,1015127,812493
F0124,24,0,State - GUJARAT,Urban,50-54,555817,546650,40914,68148,156084,132681,79707,36523,17271,15322,1504996,841269,663727
F0124,24,0,State - GUJARAT,Urban,55-59,424541,417395,33326,51142,103050,97592,66971,33245,16315,15754,1207133,669085,538048
F0124,24,0,State - GUJARAT,Urban,60-64,347799,339898,31435,41120,67482,71119,58271,33526,18162,18783,1048725,573116,475609
F0124,24,0,State - GUJARAT,Urban,65-69,236411,229645,22430,26637,38230,42926,39976,26114,15623,17709,757070,409809,347261
F0124,24,0,State - GUJARAT,Urban,70-74,179032,175151,18861,21019,25616,27949,28629,21520,14061,17496,602765,325003,277762
F0124,24,0,State - GUJARAT,Urban,75-79,95194,93240,10129,11172,12453,13363,14525,11737,8639,11222,334397,179396,155001
F0124,24,0,State - GUJARAT,Urban,80+,125454,119016,15182,15936,16701,14631,15194,13032,10674,17666,426377,229355,197022
F0125,25,0,Union Territory - DAMAN & DIU,Total,All Ages,92946,54626,8757,10521,14590,9141,5206,2864,1580,1967,127401,66997,60404
F0125,25,0,Union Territory - DAMAN & DIU,Total,Less than 15,25837,139,97,14,28,0,0,0,0,0,70,36,34
F0125,25,0,Union Territory - DAMAN & DIU,Total,15-19,8075,1442,1022,301,84,17,18,0,0,0,592,298,294
F0125,25,0,Union Territory - DAMAN & DIU,Total,20-24,10659,7537,2878,2912,1346,311,44,10,3,33,7030,3600,3430
F0125,25,0,Union Territory - DAMAN & DIU,Total,25-29,11137,9963,1746,2904,3443,1357,353,89,19,52,16265,8500,7765
F0125,25,0,Union Territory - DAMAN & DIU,Total,30-34,8717,8160,913,1485,3109,1643,671,224,58,57,17244,9100,8144
F0125,25,0,Union Territory - DAMAN & DIU,Total,35-39,7295,6910,575,951,2486,1572,757,351,129,89,16893,8914,7979
F0125,25,0,Union Territory - DAMAN & DIU,Total,40-44,5217,4993,353,535,1504,1285,702,330,160,124,13769,7288,6481
F0125,25,0,Union Territory - DAMAN & DIU,Total,45-49,3969,3824,265,379,913,943,637,351,172,164,11653,6174,5479
F0125,25,0,Union Territory - DAMAN & DIU,Total,50-54,2964,2874,176,266,534,670,578,321,176,153,9508,5102,4406
F0125,25,0,Union Territory - DAMAN & DIU,Total,55-59,2480,2413,140,209,366,472,503,337,177,209,8753,4626,4127
F0125,25,0,Union Territory - DAMAN & DIU,Total,60-64,2331,2261,185,190,286,349,421,317,235,278,8697,4536,4161
F0125,25,0,Union Territory - DAMAN & DIU,Total,65-69,1571,1520,125,128,185,206,219,222,193,242,6201,3232,2969
F0125,25,0,Union Territory - DAMAN & DIU,Total,70-74,1262,1233,131,108,125,157,149,156,121,286,5270,2753,2517
F0125,25,0,Union Territory - DAMAN & DIU,Total,75-79,630,622,61,62,73,68,77,75,69,137,2632,1396,1236
F0125,25,0,Union Territory - DAMAN & DIU,Total,80+,694,667,73,62,89,84,74,78,66,141,2697,1383,1314
F0125,25,0,Union Territory - DAMAN & DIU,Rural,All Ages,28001,15175,1822,2006,3238,2703,2092,1343,848,1123,45768,23714,22054
F0125,25,0,Union Territory - DAMAN & DIU,Rural,Less than 15,8300,37,26,2,9,0,0,0,0,0,20,12,8
F0125,25,0,Union Territory - DAMAN & DIU,Rural,15-19,2889,311,206,71,30,0,4,0,0,0,147,74,73
F0125,25,0,Union Territory - DAMAN & DIU,Rural,20-24,2907,1693,577,637,349,103,20,0,2,5,1774,908,866
F0125,25,0,Union Territory - DAMAN & DIU,Rural,25-29,2709,2323,342,516,796,429,174,40,9,17,4494,2321,2173
F0125,25,0,Union Territory - DAMAN & DIU,Rural,30-34,2254,2098,176,222,679,502,331,130,36,22,5451,2818,2633
F0125,25,0,Union Territory - DAMAN & DIU,Rural,35-39,2080,1997,101,156,528,509,348,220,83,52,6122,3190,2932
F0125,25,0,Union Territory - DAMAN & DIU,Rural,40-44,1584,1547,84,89,308,372,285,203,122,84,5354,2780,2574
F0125,25,0,Union Territory - DAMAN & DIU,Rural,45-49,1270,1244,58,72,180,274,241,190,112,117,4752,2448,2304
F0125,25,0,Union Territory - DAMAN & DIU,Rural,50-54,1043,1026,53,68,118,202,225,145,108,107,4016,2113,1903
F0125,25,0,Union Territory - DAMAN & DIU,Rural,55-59,807,799,35,49,80,106,174,136,80,139,3477,1804,1673
F0125,25,0,Union Territory - DAMAN & DIU,Rural,60-64,796,782,59,42,63,81,133,109,116,179,3628,1867,1761
F0125,25,0,Union Territory - DAMAN & DIU,Rural,65-69,496,482,32,35,30,47,62,71,73,132,2370,1226,1144
F0125,25,0,Union Territory - DAMAN & DIU,Rural,70-74,400,396,29,23,20,28,47,54,53,142,2108,1081,1027
F0125,25,0,Union Territory - DAMAN & DIU,Rural,75-79,202,201,19,11,16,21,26,18,28,62,991,527,464
F0125,25,0,Union Territory - DAMAN & DIU,Rural,80+,224,215,19,11,27,25,21,24,25,63,1001,524,477
F0125,25,0,Union Territory - DAMAN & DIU,Urban,All Ages,64945,39451,6935,8515,11352,6438,3114,1521,732,844,81633,43283,38350
F0125,25,0,Union Territory - DAMAN & DIU,Urban,Less than 15,17537,102,71,12,19,0,0,0,0,0,50,24,26
F0125,25,0,Union Territory - DAMAN & DIU,Urban,15-19,5186,1131,816,230,54,17,14,0,0,0,445,224,221
F0125,25,0,Union Territory - DAMAN & DIU,Urban,20-24,7752,5844,2301,2275,997,208,24,10,1,28,5256,2692,2564
F0125,25,0,Union Territory - DAMAN & DIU,Urban,25-29,8428,7640,1404,2388,2647,928,179,49,10,35,11771,6179,5592
F0125,25,0,Union Territory - DAMAN & DIU,Urban,30-34,6463,6062,737,1263,2430,1141,340,94,22,35,11793,6282,5511
F0125,25,0,Union Territory - DAMAN & DIU,Urban,35-39,5215,4913,474,795,1958,1063,409,131,46,37,10771,5724,5047
F0125,25,0,Union Territory - DAMAN & DIU,Urban,40-44,3633,3446,269,446,1196,913,417,127,38,40,8415,4508,3907
F0125,25,0,Union Territory - DAMAN & DIU,Urban,45-49,2699,2580,207,307,733,669,396,161,60,47,6901,3726,3175
F0125,25,0,Union Territory - DAMAN & DIU,Urban,50-54,1921,1848,123,198,416,468,353,176,68,46,5492,2989,2503
F0125,25,0,Union Territory - DAMAN & DIU,Urban,55-59,1673,1614,105,160,286,366,329,201,97,70,5276,2822,2454
F0125,25,0,Union Territory - DAMAN & DIU,Urban,60-64,1535,1479,126,148,223,268,288,208,119,99,5069,2669,2400
F0125,25,0,Union Territory - DAMAN & DIU,Urban,65-69,1075,1038,93,93,155,159,157,151,120,110,3831,2006,1825
F0125,25,0,Union Territory - DAMAN & DIU,Urban,70-74,862,837,102,85,105,129,102,102,68,144,3162,1672,1490
F0125,25,0,Union Territory - DAMAN & DIU,Urban,75-79,428,421,42,51,57,47,51,57,41,75,1641,869,772
F0125,25,0,Union Territory - DAMAN & DIU,Urban,80+,470,452,54,51,62,59,53,54,41,78,1696,859,837
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,All Ages,149949,83069,12964,15643,20520,14407,8870,4647,2763,3255,201324,104934,96390
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,Less than 15,51467,333,215,40,78,0,0,0,0,0,196,103,93
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,15-19,13125,3065,1939,833,191,41,61,0,0,0,1582,812,770
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,20-24,16706,13044,4287,4524,2916,985,223,58,18,33,14855,7582,7273
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,25-29,16389,15384,2401,3852,4863,2846,998,277,73,74,28527,14831,13696
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,30-34,12684,12338,1113,2019,3965,2788,1466,571,240,176,29840,15372,14468
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,35-39,10415,10255,698,1377,3001,2208,1522,737,404,308,28618,14866,13752
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,40-44,7627,7521,476,865,1776,1657,1181,703,409,454,23681,12334,11347
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,45-49,6118,6059,377,653,1331,1281,964,600,382,471,20145,10630,9515
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,50-54,4288,4234,347,395,842,855,697,415,302,381,14394,7608,6786
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,55-59,3425,3389,282,358,589,634,585,384,223,334,11757,6260,5497
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,60-64,3037,2971,288,311,440,494,471,339,245,383,10826,5714,5112
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,65-69,1961,1923,202,166,248,298,308,244,213,244,7228,3779,3449
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,70-74,1336,1312,173,112,140,175,203,181,131,197,5020,2564,2456
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,75-79,564,561,65,56,61,68,94,51,60,106,2228,1187,1041
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Total,80+,635,592,74,61,65,70,91,78,61,92,2260,1202,1058
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Rural,All Ages,84809,44280,6612,6656,8322,8155,6133,3533,2195,2674,124683,64108,60575
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Rural,Less than 15,31225,203,128,29,46,0,0,0,0,0,121,63,58
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Rural,15-19,8238,1944,1175,568,126,27,48,0,0,0,1093,563,530
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Rural,20-24,8866,6860,2017,2238,1652,700,177,50,12,14,8780,4436,4344
F0126,26,0,Union Territory - DADRA & NAGAR HAVELI,Rural,25-29,7402,6818,964,1232,1892,1723,712,210,53,32,14657,7490,7167
