Table Name,State Code,District Code,Area Name,Area,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F0118,18,0,State - ASSAM,Urban,35-39,189073,178108,18416,40633,65223,30075,13436,5613,2431,2281,375705,194144,181561
F0118,18,0,State - ASSAM,Urban,40-44,152241,145701,12915,27178,51035,28374,13834,6398,3053,2914,343113,179739,163374
F0118,18,0,State - ASSAM,Urban,45-49,131661,126925,10294,19492,39172,27598,15525,7429,3685,3730,331750,176483,155267
F0118,18,0,State - ASSAM,Urban,50-54,95105,92000,6837,12612,24687,20199,13285,7009,3537,3834,262688,142400,120288
F0118,18,0,State - ASSAM,Urban,55-59,67364,65439,4906,8027,14850,13853,10450,6175,3381,3797,202565,111219,91346
F0118,18,0,State - ASSAM,Urban,60-64,59433,57621,4678,6702,10518,10972,9500,6380,3992,4879,193629,105700,87929
F0118,18,0,State - ASSAM,Urban,65-69,39064,37805,3224,3892,5523,6304,6234,4671,3371,4586,139275,75913,63362
F0118,18,0,State - ASSAM,Urban,70-74,28111,27514,2630,2871,3382,3796,4119,3567,2738,4411,107638,58400,49238
F0118,18,0,State - ASSAM,Urban,75-79,15537,15216,1441,1556,1634,1956,2043,1949,1636,3001,62891,34391,28500
F0118,18,0,State - ASSAM,Urban,80+,18358,17437,2002,2052,2057,1837,1991,1986,1741,3771,71317,38936,32381
F0119,19,0,State - WEST BENGAL,Total,All Ages,44467088,27452932,3558641,5748396,7356537,4452993,2611257,1461410,894673,1369025,68294831,35796912,32497919
F0119,19,0,State - WEST BENGAL,Total,Less than 15,12099344,115545,80633,12823,22089,0,0,0,0,0,57001,30060,26941
F0119,19,0,State - WEST BENGAL,Total,15-19,4355706,1238946,741917,378117,77213,18711,22988,0,0,0,680628,354208,326420
F0119,19,0,State - WEST BENGAL,Total,20-24,4335692,3313539,793839,1463860,809356,172903,38573,10075,4692,20241,3988448,2054229,1934219
F0119,19,0,State - WEST BENGAL,Total,25-29,3953005,3608807,451354,1057864,1356247,511594,151057,40412,12807,27472,6428084,3295144,3132940
F0119,19,0,State - WEST BENGAL,Total,30-34,3376931,3230439,278610,697911,1226190,613815,249983,90124,34863,38943,6979918,3571573,3408345
F0119,19,0,State - WEST BENGAL,Total,35-39,3489285,3390791,238314,587781,1175205,736647,356476,156548,73165,66655,8331408,4308653,4022755
F0119,19,0,State - WEST BENGAL,Total,40-44,2933456,2862902,197260,433603,853658,644140,362727,177912,92972,100630,7785217,4082168,3703049
F0119,19,0,State - WEST BENGAL,Total,45-49,2521507,2467371,171481,337332,634170,548933,352839,189780,105287,127549,7283820,3856720,3427100
F0119,19,0,State - WEST BENGAL,Total,50-54,1940648,1898127,137468,238526,415358,391773,290360,175624,105150,143868,6100151,3249255,2850896
F0119,19,0,State - WEST BENGAL,Total,55-59,1521747,1493248,109640,168625,278353,279247,237464,159361,104140,156418,5232240,2791726,2440514
F0119,19,0,State - WEST BENGAL,Total,60-64,1339053,1314517,109708,135557,205347,213795,203125,153963,109654,183368,4957642,2634785,2322857
F0119,19,0,State - WEST BENGAL,Total,65-69,991713,974655,84203,88559,126972,140046,146583,123037,94520,170735,3957785,2103752,1854033
F0119,19,0,State - WEST BENGAL,Total,70-74,703726,693118,66061,61435,78960,86450,97032,88057,72627,142496,2936099,1558702,1377397
F0119,19,0,State - WEST BENGAL,Total,75-79,379551,373833,36761,32183,38666,42635,49083,47247,40680,86578,1641114,875240,765874
F0119,19,0,State - WEST BENGAL,Total,80+,477025,450284,52768,48751,53085,49336,51314,48302,43537,103191,1887353,1004946,882407
F0119,19,0,State - WEST BENGAL,Rural,All Ages,30338168,18528758,2163897,3306896,4989589,3279485,1943087,1102053,680883,1062868,49331261,25752264,23578997
F0119,19,0,State - WEST BENGAL,Rural,Less than 15,8902130,78451,54694,8109,15648,0,0,0,0,0,39405,20891,18514
F0119,19,0,State - WEST BENGAL,Rural,15-19,3083091,971175,572825,304484,61854,14468,17544,0,0,0,541772,281278,260494
F0119,19,0,State - WEST BENGAL,Rural,20-24,2980049,2471350,520485,1095340,659752,140625,29698,7474,3414,14562,3124806,1606987,1517819
F0119,19,0,State - WEST BENGAL,Rural,25-29,2631501,2493342,229981,635589,1042925,409251,117495,30622,9193,18286,4789653,2449527,2340126
F0119,19,0,State - WEST BENGAL,Rural,30-34,2197087,2137920,132631,335079,875120,480325,193828,69047,25717,26173,5023375,2562813,2460562
F0119,19,0,State - WEST BENGAL,Rural,35-39,2290624,2248062,117965,261510,794187,569502,278191,121839,55861,49007,6008450,3100964,2907486
F0119,19,0,State - WEST BENGAL,Rural,40-44,1924134,1894815,101121,188320,544449,487947,282938,139969,72475,77596,5633848,2947165,2686683
F0119,19,0,State - WEST BENGAL,Rural,45-49,1614943,1593427,88155,141173,371939,395693,267424,147401,82221,99421,5181540,2732134,2449406
F0119,19,0,State - WEST BENGAL,Rural,50-54,1224592,1208761,74234,96286,223598,268698,214680,134908,82214,114143,4316605,2284364,2032241
F0119,19,0,State - WEST BENGAL,Rural,55-59,962669,952408,60253,68681,140622,183212,170881,121086,81602,126071,3725786,1975120,1750666
F0119,19,0,State - WEST BENGAL,Rural,60-64,864930,854978,64282,60941,104422,135781,142395,114580,84691,147886,3565013,1883517,1681496
F0119,19,0,State - WEST BENGAL,Rural,65-69,654549,647205,51449,42044,64865,87425,101115,89917,72395,137995,2880336,1522832,1357504
F0119,19,0,State - WEST BENGAL,Rural,70-74,455273,450986,40202,29198,40138,51747,63680,61717,52994,111310,2083309,1101512,981797
F0119,19,0,State - WEST BENGAL,Rural,75-79,238972,236661,21740,14976,19403,24255,30646,31606,28462,65573,1132319,601388,530931
F0119,19,0,State - WEST BENGAL,Rural,80+,291610,276909,30115,23217,28065,28945,31632,31334,29312,74289,1259879,668260,591619
F0119,19,0,State - WEST BENGAL,Urban,All Ages,14128920,8924174,1394744,2441500,2366948,1173508,668170,359357,213790,306157,18963570,10044648,8918922
F0119,19,0,State - WEST BENGAL,Urban,Less than 15,3197214,37094,25939,4714,6441,0,0,0,0,0,17596,9169,8427
F0119,19,0,State - WEST BENGAL,Urban,15-19,1272615,267771,169092,73633,15359,4243,5444,0,0,0,138856,72930,65926
F0119,19,0,State - WEST BENGAL,Urban,20-24,1355643,842189,273354,368520,149604,32278,8875,2601,1278,5679,863642,447242,416400
F0119,19,0,State - WEST BENGAL,Urban,25-29,1321504,1115465,221373,422275,313322,102343,33562,9790,3614,9186,1638431,845617,792814
F0119,19,0,State - WEST BENGAL,Urban,30-34,1179844,1092519,145979,362832,351070,133490,56155,21077,9146,12770,1956543,1008760,947783
F0119,19,0,State - WEST BENGAL,Urban,35-39,1198661,1142729,120349,326271,381018,167145,78285,34709,17304,17648,2322958,1207689,1115269
F0119,19,0,State - WEST BENGAL,Urban,40-44,1009322,968087,96139,245283,309209,156193,79789,37943,20497,23034,2151369,1135003,1016366
F0119,19,0,State - WEST BENGAL,Urban,45-49,906564,873944,83326,196159,262231,153240,85415,42379,23066,28128,2102280,1124586,977694
F0119,19,0,State - WEST BENGAL,Urban,50-54,716056,689366,63234,142240,191760,123075,75680,40716,22936,29725,1783546,964891,818655
F0119,19,0,State - WEST BENGAL,Urban,55-59,559078,540840,49387,99944,137731,96035,66583,38275,22538,30347,1506454,816606,689848
F0119,19,0,State - WEST BENGAL,Urban,60-64,474123,459539,45426,74616,100925,78014,60730,39383,24963,35482,1392629,751268,641361
F0119,19,0,State - WEST BENGAL,Urban,65-69,337164,327450,32754,46515,62107,52621,45468,33120,22125,32740,1077449,580920,496529
F0119,19,0,State - WEST BENGAL,Urban,70-74,248453,242132,25859,32237,38822,34703,33352,26340,19633,31186,852790,457190,395600
F0119,19,0,State - WEST BENGAL,Urban,75-79,140579,137172,15021,17207,19263,18380,18437,15641,12218,21005,508795,273852,234943
F0119,19,0,State - WEST BENGAL,Urban,80+,185415,173375,22653,25534,25020,20391,19682,16968,14225,28902,627474,336686,290788
F0120,20,0,State - JHARKHAND,Total,All Ages,16057819,8591318,1213323,1232203,1649876,1534116,1188042,754024,463879,555855,24893864,13089913,11803951
F0120,20,0,State - JHARKHAND,Total,Less than 15,5789478,48586,36452,3882,8252,0,0,0,0,0,20386,10697,9689
F0120,20,0,State - JHARKHAND,Total,15-19,1490381,373522,244994,89162,21285,7922,10159,0,0,0,196134,104552,91582
F0120,20,0,State - JHARKHAND,Total,20-24,1396359,1060854,314009,371048,252206,85870,22507,6200,2898,6116,1317772,681742,636030
F0120,20,0,State - JHARKHAND,Total,25-29,1310325,1202124,161204,241331,367489,265283,112758,33688,10425,9946,2535629,1303793,1231836
F0120,20,0,State - JHARKHAND,Total,30-34,1141430,1099236,92161,124707,266089,278437,187941,88486,36806,24609,3100687,1588244,1512443
F0120,20,0,State - JHARKHAND,Total,35-39,1044089,1019767,67962,87517,199225,234834,194868,118572,64805,51984,3355482,1731454,1624028
F0120,20,0,State - JHARKHAND,Total,40-44,858085,842102,53828,65357,141444,174956,159020,108898,67900,70699,3019816,1582754,1437062
F0120,20,0,State - JHARKHAND,Total,45-49,735128,723791,45935,55937,111440,140880,133087,95933,63303,77276,2711673,1441701,1269972
F0120,20,0,State - JHARKHAND,Total,50-54,565499,556560,38859,43629,78713,99947,100845,75422,51325,67820,2135971,1150153,985818
F0120,20,0,State - JHARKHAND,Total,55-59,497630,490804,35468,39191,63473,80857,86614,69301,48274,67626,1938729,1045959,892770
F0120,20,0,State - JHARKHAND,Total,60-64,482917,472278,43002,42278,58730,71261,77201,65124,46872,67810,1838491,986944,851547
F0120,20,0,State - JHARKHAND,Total,65-69,317545,309645,31164,28182,35666,42959,47975,42510,32314,48875,1222106,656612,565494
F0120,20,0,State - JHARKHAND,Total,70-74,196230,192230,22586,18530,21334,25108,28396,25741,19716,30819,746939,400099,346840
F0120,20,0,State - JHARKHAND,Total,75-79,84412,82805,9210,7713,8730,10205,11644,11225,9116,14962,334917,179927,154990
F0120,20,0,State - JHARKHAND,Total,80+,93829,88318,11353,9179,9747,10625,11585,10919,9027,15883,345614,185859,159755
F0120,20,0,State - JHARKHAND,Rural,All Ages,12278587,6532369,940439,898431,1154941,1150575,932350,610784,382550,462299,19441475,10177251,9264224
F0120,20,0,State - JHARKHAND,Rural,Less than 15,4659485,37685,28429,2965,6291,0,0,0,0,0,15547,8122,7425
F0120,20,0,State - JHARKHAND,Rural,15-19,1091046,310628,205185,73986,16896,6264,8297,0,0,0,159758,85186,74572
F0120,20,0,State - JHARKHAND,Rural,20-24,1021175,842652,246027,295262,201222,69539,18371,5022,2357,4852,1055777,544932,510845
F0120,20,0,State - JHARKHAND,Rural,25-29,965535,909357,114443,168905,273903,213891,93458,28388,8644,7725,1989245,1018795,970450
F0120,20,0,State - JHARKHAND,Rural,30-34,847978,821035,66766,80545,176544,215326,154545,75213,31616,20480,2424063,1236116,1187947
F0120,20,0,State - JHARKHAND,Rural,35-39,770806,753795,50337,56674,123377,170742,154274,98679,55163,44549,2602817,1337789,1265028
F0120,20,0,State - JHARKHAND,Rural,40-44,635768,623949,40745,42984,87378,123487,122874,88860,57131,60490,2344543,1223301,1121242
F0120,20,0,State - JHARKHAND,Rural,45-49,541511,533125,34741,37534,70386,97753,99756,76076,51847,65032,2082583,1101787,980796
F0120,20,0,State - JHARKHAND,Rural,50-54,413692,407203,29470,29788,50666,68805,73811,58028,40799,55836,1618313,866520,751793
F0120,20,0,State - JHARKHAND,Rural,55-59,376767,371923,27490,27795,43983,58320,65478,54124,38800,55933,1509080,809802,699278
F0120,20,0,State - JHARKHAND,Rural,60-64,380411,372440,34662,32036,43939,54260,60410,52338,38337,56458,1473341,786347,686994
F0120,20,0,State - JHARKHAND,Rural,65-69,255496,249910,25630,21783,27593,34012,38513,34666,26777,40936,998082,533746,464336
F0120,20,0,State - JHARKHAND,Rural,70-74,155920,153090,18114,14039,16476,19812,22657,20878,16096,25018,600752,320578,280174
F0120,20,0,State - JHARKHAND,Rural,75-79,65428,64386,7138,5526,6513,7859,9227,8835,7330,11958,264433,141830,122603
F0120,20,0,State - JHARKHAND,Rural,80+,70730,66831,8577,6357,6968,8044,8942,8601,7059,12283,265933,142630,123303
F0120,20,0,State - JHARKHAND,Urban,All Ages,3779232,2058949,272884,333772,494935,383541,255692,143240,81329,93556,5452389,2912662,2539727
F0120,20,0,State - JHARKHAND,Urban,Less than 15,1129993,10901,8023,917,1961,0,0,0,0,0,4839,2575,2264
F0120,20,0,State - JHARKHAND,Urban,15-19,399335,62894,39809,15176,4389,1658,1862,0,0,0,36376,19366,17010
F0120,20,0,State - JHARKHAND,Urban,20-24,375184,218202,67982,75786,50984,16331,4136,1178,541,1264,261995,136810,125185
F0120,20,0,State - JHARKHAND,Urban,25-29,344790,292767,46761,72426,93586,51392,19300,5300,1781,2221,546384,284998,261386
F0120,20,0,State - JHARKHAND,Urban,30-34,293452,278201,25395,44162,89545,63111,33396,13273,5190,4129,676624,352128,324496
F0120,20,0,State - JHARKHAND,Urban,35-39,273283,265972,17625,30843,75848,64092,40594,19893,9642,7435,752665,393665,359000
F0120,20,0,State - JHARKHAND,Urban,40-44,222317,218153,13083,22373,54066,51469,36146,20038,10769,10209,675273,359453,315820
F0120,20,0,State - JHARKHAND,Urban,45-49,193617,190666,11194,18403,41054,43127,33331,19857,11456,12244,629090,339914,289176
F0120,20,0,State - JHARKHAND,Urban,50-54,151807,149357,9389,13841,28047,31142,27034,17394,10526,11984,517658,283633,234025
F0120,20,0,State - JHARKHAND,Urban,55-59,120863,118881,7978,11396,19490,22537,21136,15177,9474,11693,429649,236157,193492
F0120,20,0,State - JHARKHAND,Urban,60-64,102506,99838,8340,10242,14791,17001,16791,12786,8535,11352,365150,200597,164553
F0120,20,0,State - JHARKHAND,Urban,65-69,62049,59735,5534,6399,8073,8947,9462,7844,5537,7939,224024,122866,101158
F0120,20,0,State - JHARKHAND,Urban,70-74,40310,39140,4472,4491,4858,5296,5739,4863,3620,5801,146187,79521,66666
F0120,20,0,State - JHARKHAND,Urban,75-79,18984,18419,2072,2187,2217,2346,2417,2390,1786,3004,70484,38097,32387
F0120,20,0,State - JHARKHAND,Urban,80+,23099,21487,2776,2822,2779,2581,2643,2318,1968,3600,79681,43229,36452
F0121,21,0,State - ODISHA,Total,All Ages,20762082,11992001,1711751,2043319,2750225,2127012,1466614,854437,492028,546615,31367713,16433311,14934402
F0121,21,0,State - ODISHA,Total,Less than 15,5909421,41729,31044,3896,6789,0,0,0,0,0,17474,9246,8228
F0121,21,0,State - ODISHA,Total,15-19,1952714,290089,202446,65324,12261,4490,5568,0,0,0,125588,65598,59990
F0121,21,0,State - ODISHA,Total,20-24,1912588,1165440,424088,473011,200098,46807,11746,3382,1640,4668,1122936,579771,543165
F0121,21,0,State - ODISHA,Total,25-29,1801161,1567701,274793,486893,497463,206711,68585,19152,5974,8130,2575296,1325268,1250028
F0121,21,0,State - ODISHA,Total,30-34,1560758,1478580,152763,282462,500992,306980,144151,55666,20518,15048,3304296,1700552,1603744
F0121,21,0,State - ODISHA,Total,35-39,1522503,1475269,115963,187240,444120,352298,204809,96443,43340,31056,3935013,2027827,1907186
F0121,21,0,State - ODISHA,Total,40-44,1303554,1272097,93090,128196,324570,309838,207855,108304,54377,45867,3764488,1957139,1807349
F0121,21,0,State - ODISHA,Total,45-49,1121664,1101386,79055,99563,237578,262108,196893,110964,59497,55728,3498763,1834778,1663985
F0121,21,0,State - ODISHA,Total,50-54,890288,877209,63601,73353,158190,194387,167561,102911,58613,58593,2972566,1580010,1392556
F0121,21,0,State - ODISHA,Total,55-59,739429,731214,55841,60310,113002,145135,139506,95640,58153,63627,2612148,1389786,1222362
F0121,21,0,State - ODISHA,Total,60-64,736426,726787,70314,65624,101946,123583,127227,96387,63610,78096,2634578,1398377,1236201
F0121,21,0,State - ODISHA,Total,65-69,491676,484713,50468,42463,60395,72639,79787,66316,48357,64288,1836655,978061,858594
F0121,21,0,State - ODISHA,Total,70-74,387435,382839,44944,34901,44947,51851,58768,51169,38751,57508,1467131,782218,684913
F0121,21,0,State - ODISHA,Total,75-79,181506,179696,20591,15772,19799,22689,26122,23994,19708,31021,718031,384887,333144
F0121,21,0,State - ODISHA,Total,80+,193135,186315,25127,19090,21738,22921,24910,22295,18472,31762,713722,382453,331269
F0121,21,0,State - ODISHA,Rural,All Ages,17384359,10016697,1406467,1630141,2211513,1811401,1278601,755792,438440,484342,26861740,14033505,12828235
F0121,21,0,State - ODISHA,Rural,Less than 15,5072882,34536,25733,3183,5620,0,0,0,0,0,14423,7618,6805
F0121,21,0,State - ODISHA,Rural,15-19,1623182,248123,172966,56377,10144,3803,4833,0,0,0,107406,56059,51347
F0121,21,0,State - ODISHA,Rural,20-24,1565184,987732,354668,402197,171981,40642,10118,2877,1404,3845,960670,495243,465427
F0121,21,0,State - ODISHA,Rural,25-29,1472606,1298057,217388,390497,419397,181144,60631,17104,5298,6598,2187262,1123369,1063893
F0121,21,0,State - ODISHA,Rural,30-34,1272986,1210812,119004,210477,403618,267411,128622,50188,18669,12823,2799819,1437159,1362660
F0121,21,0,State - ODISHA,Rural,35-39,1244799,1207658,91320,135947,343129,301284,181386,87041,39629,27922,3340855,1716921,1623934
F0121,21,0,State - ODISHA,Rural,40-44,1069929,1044881,74454,94871,245296,260494,182053,96954,49281,41478,3199189,1658235,1540954
F0121,21,0,State - ODISHA,Rural,45-49,922862,907035,63905,75678,179808,216604,169617,98024,53321,50078,2967035,1550584,1416451
F0121,21,0,State - ODISHA,Rural,50-54,739533,729452,52380,57956,122679,160209,142630,89724,51884,51990,2524872,1336537,1188335
F0121,21,0,State - ODISHA,Rural,55-59,628219,622000,46967,49464,92350,121587,119693,83779,51429,56731,2255113,1195090,1060023
F0121,21,0,State - ODISHA,Rural,60-64,638752,630996,60618,55627,86953,106536,110538,84721,56439,69564,2306922,1220761,1086161
F0121,21,0,State - ODISHA,Rural,65-69,430391,424798,44079,36358,52257,63495,70233,58499,42681,57196,1618331,859487,758844
F0121,21,0,State - ODISHA,Rural,70-74,337254,333574,38819,29338,38781,45354,51413,45043,34188,50638,1286501,684381,602120
F0121,21,0,State - ODISHA,Rural,75-79,156525,155081,17504,12960,16859,19639,22777,20932,17286,27124,625008,334276,290732
F0121,21,0,State - ODISHA,Rural,80+,162515,157209,20526,15240,17854,19480,21413,19342,16055,27299,611582,327253,284329
F0121,21,0,State - ODISHA,Urban,All Ages,3377723,1975304,305284,413178,538712,315611,188013,98645,53588,62273,4505973,2399806,2106167
F0121,21,0,State - ODISHA,Urban,Less than 15,836539,7193,5311,713,1169,0,0,0,0,0,3051,1628,1423
F0121,21,0,State - ODISHA,Urban,15-19,329532,41966,29480,8947,2117,687,735,0,0,0,18182,9539,8643
F0121,21,0,State - ODISHA,Urban,20-24,347404,177708,69420,70814,28117,6165,1628,505,236,823,162266,84528,77738
F0121,21,0,State - ODISHA,Urban,25-29,328555,269644,57405,96396,78066,25567,7954,2048,676,1532,388034,201899,186135
F0121,21,0,State - ODISHA,Urban,30-34,287772,267768,33759,71985,97374,39569,15529,5478,1849,2225,504477,263393,241084
F0121,21,0,State - ODISHA,Urban,35-39,277704,267611,24643,51293,100991,51014,23423,9402,3711,3134,594158,310906,283252
F0121,21,0,State - ODISHA,Urban,40-44,233625,227216,18636,33325,79274,49344,25802,11350,5096,4389,565299,298904,266395
F0121,21,0,State - ODISHA,Urban,45-49,198802,194351,15150,23885,57770,45504,27276,12940,6176,5650,531728,284194,247534
F0121,21,0,State - ODISHA,Urban,50-54,150755,147757,11221,15397,35511,34178,24931,13187,6729,6603,447694,243473,204221
F0121,21,0,State - ODISHA,Urban,55-59,111210,109214,8874,10846,20652,23548,19813,11861,6724,6896,357035,194696,162339
F0121,21,0,State - ODISHA,Urban,60-64,97674,95791,9696,9997,14993,17047,16689,11666,7171,8532,327656,177616,150040
F0121,21,0,State - ODISHA,Urban,65-69,61285,59915,6389,6105,8138,9144,9554,7817,5676,7092,218324,118574,99750
F0121,21,0,State - ODISHA,Urban,70-74,50181,49265,6125,5563,6166,6497,7355,6126,4563,6870,180630,97837,82793
F0121,21,0,State - ODISHA,Urban,75-79,24981,24615,3087,2812,2940,3050,3345,3062,2422,3897,93023,50611,42412
F0121,21,0,State - ODISHA,Urban,80+,30620,29106,4601,3850,3884,3441,3497,2953,2417,4463,102140,55200,46940
F0122,22,0,State - CHHATTISGARH,Total,All Ages,12712303,7090072,868897,961821,1420562,1413951,1025852,619775,361910,417304,20767794,10670969,10096825
F0122,22,0,State - CHHATTISGARH,Total,Less than 15,4031602,24372,17948,1761,4663,0,0,0,0,0,11087,5800,5287
F0122,22,0,State - CHHATTISGARH,Total,15-19,1280391,186262,128627,41327,8297,3421,4590,0,0,0,86544,44668,41876
F0122,22,0,State - CHHATTISGARH,Total,20-24,1196119,843254,260060,307511,196287,59398,12385,2825,1356,3432,976414,496808,479606
F0122,22,0,State - CHHATTISGARH,Total,25-29,1008062,924229,120494,193144,310373,202611,69321,18456,4911,4919,1862351,947880,914471
F0122,22,0,State - CHHATTISGARH,Total,30-34,917035,888718,68608,100229,243924,248002,136841,56858,21127,13129,2394210,1216697,1177513
F0122,22,0,State - CHHATTISGARH,Total,35-39,888149,873833,52506,72489,186595,234376,166517,88155,42433,30762,2748605,1393552,1355053
F0122,22,0,State - CHHATTISGARH,Total,40-44,780151,771500,42788,54354,135146,191005,156125,94266,51084,46732,2666714,1362462,1304252
F0122,22,0,State - CHHATTISGARH,Total,45-49,641400,636091,36278,44769,99843,144835,127975,82540,48379,51472,2303054,1185799,1117255
F0122,22,0,State - CHHATTISGARH,Total,50-54,482621,479335,29344,33203,67067,99450,97796,66289,40095,46091,1797574,934484,863090
F0122,22,0,State - CHHATTISGARH,Total,55-59,400015,397743,25217,27878,50543,75085,78704,58010,37135,45171,1544465,804470,739995
F0122,22,0,State - CHHATTISGARH,Total,60-64,394786,390134,29101,29867,46345,64689,71306,57492,39707,51627,1543458,801682,741776
F0122,22,0,State - CHHATTISGARH,Total,65-69,289474,284653,22392,21668,30610,41737,48099,42121,31739,46287,1176861,612336,564525
F0122,22,0,State - CHHATTISGARH,Total,70-74,198751,197063,17108,16133,20386,25969,30084,27876,22454,37053,832484,433810,398674
F0122,22,0,State - CHHATTISGARH,Total,75-79,91033,90341,7707,7387,8955,10778,12804,12408,10696,19606,397067,207384,189683
F0122,22,0,State - CHHATTISGARH,Total,80+,101706,97054,9630,9271,10425,11683,12660,12073,10577,20735,412870,215778,197092
F0122,22,0,State - CHHATTISGARH,Rural,All Ages,9810535,5448698,657642,694329,1008987,1094034,827289,512797,302886,350734,16498000,8450205,8047795
F0122,22,0,State - CHHATTISGARH,Rural,Less than 15,3228086,18794,13934,1306,3554,0,0,0,0,0,8414,4384,4030
F0122,22,0,State - CHHATTISGARH,Rural,15-19,988717,152302,104591,34484,6702,2762,3763,0,0,0,71226,36638,34588
F0122,22,0,State - CHHATTISGARH,Rural,20-24,888767,667610,198921,242414,160004,49806,10459,2341,1091,2574,791674,402292,389382
F0122,22,0,State - CHHATTISGARH,Rural,25-29,737655,693253,81597,130284,232934,165862,58817,15959,4151,3649,1464562,743834,720728
F0122,22,0,State - CHHATTISGARH,Rural,30-34,683545,667540,47915,62786,164845,197258,115611,49508,18642,10975,1892046,958230,933816
F0122,22,0,State - CHHATTISGARH,Rural,35-39,666074,657429,38413,46231,117511,178314,137101,75650,37211,26998,2174967,1097611,1077356
F0122,22,0,State - CHHATTISGARH,Rural,40-44,588938,583744,32037,35736,84515,141661,125237,79418,44109,41031,2114282,1076268,1038014
F0122,22,0,State - CHHATTISGARH,Rural,45-49,481879,478888,27611,30667,64381,105103,99319,67175,40455,44177,1801986,924574,877412
F0122,22,0,State - CHHATTISGARH,Rural,50-54,364932,363156,22811,23600,45397,72599,74765,52437,32755,38792,1400681,725055,675626
F0122,22,0,State - CHHATTISGARH,Rural,55-59,312099,310881,19970,20895,37091,57100,61352,46433,30280,37760,1229066,637868,591198
F0122,22,0,State - CHHATTISGARH,Rural,60-64,314817,311708,23371,23029,35874,50731,56678,46649,32371,43005,1247391,646474,600917
F0122,22,0,State - CHHATTISGARH,Rural,65-69,234210,230988,18320,17124,24203,33457,38907,34363,26092,38522,962467,499308,463159
F0122,22,0,State - CHHATTISGARH,Rural,70-74,160401,159317,13809,12553,16209,20862,24341,22683,18331,30529,678054,352733,325321
F0122,22,0,State - CHHATTISGARH,Rural,75-79,73190,72750,6190,5769,7118,8670,10344,10105,8664,15890,321291,167430,153861
F0122,22,0,State - CHHATTISGARH,Rural,80+,80480,77136,7540,7036,8070,9316,10186,9792,8574,16622,330988,172818,158170
F0122,22,0,State - CHHATTISGARH,Urban,All Ages,2901768,1641374,211255,267492,411575,319917,198563,106978,59024,66570,4269794,2220764,2049030
F0122,22,0,State - CHHATTISGARH,Urban,Less than 15,803516,5578,4014,455,1109,0,0,0,0,0,2673,1416,1257
F0122,22,0,State - CHHATTISGARH,Urban,15-19,291674,33960,24036,6843,1595,659,827,0,0,0,15318,8030,7288
F0122,22,0,State - CHHATTISGARH,Urban,20-24,307352,175644,61139,65097,36283,9592,1926,484,265,858,184740,94516,90224
F0122,22,0,State - CHHATTISGARH,Urban,25-29,270407,230976,38897,62860,77439,36749,10504,2497,760,1270,397789,204046,193743
F0122,22,0,State - CHHATTISGARH,Urban,30-34,233490,221178,20693,37443,79079,50744,21230,7350,2485,2154,502164,258467,243697
F0122,22,0,State - CHHATTISGARH,Urban,35-39,222075,216404,14093,26258,69084,56062,29416,12505,5222,3764,573638,295941,277697
F0122,22,0,State - CHHATTISGARH,Urban,40-44,191213,187756,10751,18618,50631,49344,30888,14848,6975,5701,552432,286194,266238
F0122,22,0,State - CHHATTISGARH,Urban,45-49,159521,157203,8667,14102,35462,39732,28656,15365,7924,7295,501068,261225,239843
F0122,22,0,State - CHHATTISGARH,Urban,50-54,117689,116179,6533,9603,21670,26851,23031,13852,7340,7299,396893,209429,187464
F0122,22,0,State - CHHATTISGARH,Urban,55-59,87916,86862,5247,6983,13452,17985,17352,11577,6855,7411,315399,166602,148797
F0122,22,0,State - CHHATTISGARH,Urban,60-64,79969,78426,5730,6838,10471,13958,14628,10843,7336,8622,296067,155208,140859
F0122,22,0,State - CHHATTISGARH,Urban,65-69,55264,53665,4072,4544,6407,8280,9192,7758,5647,7765,214394,113028,101366
F0122,22,0,State - CHHATTISGARH,Urban,70-74,38350,37746,3299,3580,4177,5107,5743,5193,4123,6524,154430,81077,73353
F0122,22,0,State - CHHATTISGARH,Urban,75-79,17843,17591,1517,1618,1837,2108,2460,2303,2032,3716,75776,39954,35822
F0122,22,0,State - CHHATTISGARH,Urban,80+,21226,19918,2090,2235,2355,2367,2474,2281,2003,4113,81882,42960,38922
F0123,23,0,State - MADHYA PRADESH,Total,All Ages,35014503,19596873,2552228,2314257,3874258,3659044,2786592,1731737,1102062,1576695,60364724,31709498,28655226
F0123,23,0,State - MADHYA PRADESH,Total,Less than 15,11678973,118597,92407,6493,19697,0,0,0,0,0,45887,24206,21681
F0123,23,0,State - MADHYA PRADESH,Total,15-19,3466717,741735,528607,139403,37871,14683,21171,0,0,0,343878,179844,164034
F0123,23,0,State - MADHYA PRADESH,Total,20-24,3173491,2398495,748106,773511,585645,199604,55120,14600,6888,15021,2993261,1536303,1456958
F0123,23,0,State - MADHYA PRADESH,Total,25-29,2799181,2630188,321790,470271,867026,586521,254623,79436,25170,25351,5739001,2954593,2784408
